sujet;texte
Avis défavorable au plan anti-loup du gouvernement, le 29 novembre 2023 à 10h17;Je fais confiance au Conseil National de Protection de la Nature, instance scientifique indépendante qui a été consultée dans le cadre de l’élaboration de ce PNA, et qui a produit un avis négatif, je soutiens cet avis.  J’émets donc un avis défavorable au plan anti-loup du gouvernement.
Je m’oppose au PNA, le 29 novembre 2023 à 10h18;L’érosion du vivant autour de nous devrait être un signal suffisant, il est temps de changer nos méthodes, il est temps d’arrêter de détruire ce qui nous dérange, il est temps d’apprendre et de trouver les solutions afin de vivre avec.
Défavorable a cette loi , le 29 novembre 2023 à 10h18;Les loups font parti intégrantes de l’écosystème de nos forêt les tueurs massivement reviendrai à détruire tout un écosystème donc opposer vous a cette loi !!!!
Pour une protection totale des loups., le 29 novembre 2023 à 10h18;Le loup est une espèce protégée et doit le rester. Il est revenu naturellement grâce à cette protection. Il faut apprendre à vivre avec et voir tout ce qu’apportent les grands prédateurs à la biodiversité. L’homme n’est qu’une espèce animale parmi les autres et il doit cesser de vouloir éradiquer tout ce qui le dérange. Donnons-nous les moyens de sauvegarder les habitats naturels et leurs habitants.
Cohabitation raisonnée , le 29 novembre 2023 à 10h19;Plutôt qu’une répression basée historiquement sur la peur, la méconnaissance et les indemnisations à tout va, optons pour une cohabitation raisonnable, en regard des bonnes pratiques de nos voisins italiens, habitués de longue date à composer avec l’environnement.
Avis Défavorable !, le 29 novembre 2023 à 10h19;On doit partager notre monde, un monde de et pour tous, dans une cohabitation équilibré. J’aime la Nature et touts ses habitants, donc je dis NON a ce plan catastrophique !
Avis Défavorable, le 29 novembre 2023 à 10h19;L’humain ne cesse de détruire son environnement, il faudrait commencer à faire preuve de bon sens. Ce n’est pas à la faune sauvage de s’adapter c’est à nous de le faire. Les activités humaines détruisent depuis trop longtemps nos territoires pour que nous tolérions de poursuivre ce chemin.
Non au plan anti-loup, le 29 novembre 2023 à 10h19;"J’ai vu des reportages liés aux loups ; des solutions ont été exposées il suffit juste que le gouvernement impose aux éleveurs de les mettre en oeuvre."
Contre, le 29 novembre 2023 à 10h19;Il est prouvé scientifiquement que tuer un ou deux loups dans une meute affaiblie la meute, et une meute affaiblie pousse les loups a attaquer des proies plus faibles (bovins, ovin…). Bref finançons des moyens et des techniques pour protéger les éleveurs des loups afin de garder une biodiversité utilse et indispensable aux éleveurs.
DEFAVORABLE au projet de nouveau PNA, le 29 novembre 2023 à 10h20;Ce projet ne permet pas de sortir du clivage élevage pastoral/conservation de la faune sauvage dans son habitat naturel…bien au contraire ! Il est nécessaire de s’engager véritablement et prioritairement dans un travail de fond pour la protection de la biodiversité, comprenant à la fois une évolution de nos conceptions et des actions concrètes permettant la co-existence du loup et des troupeaux. Le conseil national pour la nature doit être entendu, puisqu’il oeuvre dans ce sens. Après avoir rendu un avis favorable mais réservé au dernier PNA, il s’oppose aujourd’hui clairement au projet de futur PNA, le considérant comme un retour en arrière…Or, il est grand temps d’aller de l’avant sur ces questions !
Avis défavorable ! , le 29 novembre 2023 à 10h20;Quand ce gouvernement écoutera-t-il les scientifiques ? Le loup a sa place dans nos écosystème. Il faut ré-apprendre aux agriculteurs et leur donner les moyens de protéger les troupeaux. Des animaux qui dans beaucoup de cas sont élevés pour terminer… à l’abattoir. Quand ce gouvernement écoutera-t-il les citoyens ? Des conférences, des applis… Oui, le citoyen peut s’exprimer peut-être, mais il n’est jamais entendu et ses propositions jamais retenues !
Avis défavorable, le 29 novembre 2023 à 10h20;"Je suis défavorable à ce plan pour plusieurs raisons : 1) le loup est une espèce protégée selon la Convention de Berne de 1979 et dans la Directive Habitats de 1992 ; il fait partie d’un écosystème, et à l’heure actuelle, nous devons faire le maximum pour sauvegarder la biodiversité. 2) Mr Macron se présente comme défenseur de l’environnement. La page de l’Elysée affiche en grand ""l’écologie, combat du siècle"" avec ""Depuis le début du quinquennat, en France comme sur la scène internationale, la cause écologique est l’une des priorités du Président de la République.""  Il faut donc agir en conséquence et cesser de prendre les gens pour des jambons avec des belles paroles et de la poudre de perlimpinpin. 3) Je suis fille d’agriculteur et je comprends bien les problèmes que pose la perte d’une bête et l’impact financier.  Cependant, former les éleveurs à mieux protéger les troupeaux serait plus efficace sur le ong terme qu’un coup de carabine. Abattre plus de loups ne règlera pas le problème de façon pérenne. 4) Des spécialistes, comme le Groupe National Loup et le Conseil National de Protection de la Nature, font des recherches précises sur le sujet. Il faut les écouter au lieu de se baser sur les profits et les calculs stratégiques concernant de potentielles retombées dans les urnes."
AVIS DEFAVORABLE, le 29 novembre 2023 à 10h37;LE LOUP C’ EST DE LA BIODIVERSITÉ
Avis défavorable, le 29 novembre 2023 à 10h37;"Avis défavorable contre ce nouveau PNA qui ne tient même pas compte de l’évaluation du précédent !  Quel intérêt de créer des statuts ""espèce protégée"" si on peut les détruire ? Les loups, ont comme toutes les autres espèces, leur place dans ce monde. Il faut repenser la notre et arrêter de nous croire supérieur.  Les berger.ères et éleveur.euses doivent apprendre à cohabiter avec les grands prédateurs, et pour cela ils et elles doivent être aidé.es !  Arrêter de suivre les lobbies, écouter les scientifiques !"
Avis défavorable au plan de régulation des populations de loups en France, le 29 novembre 2023 à 10h37;Je dis non au plan de régulation. Laissons la population des loups se réguler d’elle-même
Avis défavorable, le 29 novembre 2023 à 10h38;"Respectons la chaîne, respectons les grands prédateurs qui permettent une meilleure régulation d’autres espèces (considérées comme ""nuisibles"" aujourd’hui), respectons leurs lieux de vie en arrêtant l’artificialisation des sols à gogo, et aidons, bien entendu, nos éleveurs qu’ils puissent faire leur métier sereinement (aides financières pour protéger leurs troupeaux, accompagnement, etc…)."
Contre le nouveau PNA, le 29 novembre 2023 à 10h38;Alors que le précédent PNA est insuffisamment évalué, celui que vous proposez me semble catastrophique pour le suivi et l’avanir de la biodiversité, où le loup joue un rôle de prédateur et de régulation très important sur la faune sauvage, principalement les ongulés.  Les éleveurs qui s’en donnent les moyens, et l’État les aide considérablement, parviennent à limiter les prédations sur les troupeaux.  Jean-Luc Michel
Le loup, maillon essentiel pour la sauvegarde de la biodiversité , le 29 novembre 2023 à 10h39;"Le loup est un élément indispensable à l’équilibre des milieux naturels et agit aussi bien pour un bon état sanitaire de la faune sauvage que pour sa régulation influençant ainsi sur la qualité des milieux naturels, forêts, flore, cours d’eau. Tout ça gratuitement. Ça vaut peut être la peine de considérer le loup a l’aune de tout ce qu’il nous apporte en regard du ""prix à payer"" pour lui laisser une petite place parmi nous."
Avis défavorable, le 29 novembre 2023 à 10h39;Pourquoi vouloir sans cesse opposer loup et pastoralisme ? Il est pourtant possible de les concilier, d’autre pays y travaillent avec une certaine réussite. Je ne vois pas dans le plan l’étude des colliers anti-loup à base de phéromones. Ce nouvel outil de protection est à l’étude en Suisse et en Belgique, pourquoi pas en France ? Pourquoi ne prend-on pas le train en marche ? A propose des tirs : lorsqu’une meute est stabilisée, si l’objet des tirs est le ou les loups chasseurs les plus efficaces sur la faune sauvage, que vont faire les survivants, démunis ? S’attaquer à plus facile, donc aux troupeaux. Il est très probable qu’à court terme, les tirs augmentent la prédation sur troupeau si ceux-mis ne sont pas protégés correctement. Et à moyen terme, les loups vont combler le manque avec plus de naissances donc l’effet des tirs sera nul. A propos du pastoralisme : comme vu en estive encore cet été des bergers démunis, ne faudrait-il pas plutôt sanctionner les éleveurs qui ne fournissent pas tous les moyens de protection à leurs bergers ? Et à l’heure du bilan carbone et de la réduction des émissions de gaz à effet de serre, et donc de baisse de la consommation de viande, si on veut vraiment réguler quelque chose, ne serait-ce pas plutôt la pastoralisme qu’il faudrait réguler ? A méditer.
NON à ce plan loup, le 29 novembre 2023 à 10h39;Bonjour, La vraie question est bien de sauvegarder les loups et donc leur écosystème. Le problème se situe là. Il ne faut pas essayer d’endiguer une conséquence mais plutôt régler le problème source. Si on laisse le loup dans son habitat naturel il ne viendra pas au contact de l’homme. Le loup en est REDUIT aujourd’hui à venir car l’Homme détruit son habitat et son écosystème. Il est venu le temps de se poser les bonnes questions et de résoudre les vrais problèmes. Il est temps aussi de comprendre que le capitalisme n’est pas une fin en soi et que si la Nature s’éteint c’est l’homme qui disparaitra et son capitalisme avec. Je comprends le désarroi des éleveurs mais si on arrêtait la déforestation (et tout le reste), le loup ne viendra plus. En ce sens, massacrer des loups ne changera pas les choses à court ou moyen terme.  Donc NON à ce plan irrespectueux.
