opinion,sujet,checked_text
Favorable," « POUR les 420 classements accordés

CONTRE les classements refusés par le ministère.

CONTRE l’Article 3 », le 17 juin 2023 à 22h03","CONTRE l’Article NOMBRE ». « En Meurthe-et-Moselle, la Pie bavarde a été proposée par le Préfet sur l’ensemble du département et que ce classement a été refusé de façon injustifiée par le ministère. Elle fait d’importants dégâts à nos vignes et vergers patrimoniaux »,,« NOMBRE hectares de semis agricoles détruits par les corvidés en NOMBRE en Meurthe-et-Moselle. Les corneilles noires et les freux réalisent de gros dégâts à la période des semis. »,,« Les dégâts de ces espèces ne sont ni indemnisés, ni assurables, ni facilement évitables. Il ne reste donc qu’à les contenir par la régulation des effectifs des espèces en cause » ,,« Pour la protection du gibier, la régulation doit se faire surtout en période de reproduction du gibier au printemps et la chasse est fermée à cette époque. Le succès des repeuplements de petit gibier en dépend »,,« En Meurthe-et-Moselle, comme en France, les chasseurs sont les seuls à verser au débat des données locales, adaptées aux contextes locaux, les Associations de protection de la nature se contentent seulement de les contester. »,,« La destruction à tir et le piégeage sont tout simplement ceux qui marchent, qui solutionnent les problèmes. Ils sont aussi extrêmement réglementés. »,,« Il a été scientifiquement montré que plus il y a de renards, plus il y a de cas humains d’échinococcose alvéolaire, maladie mortelle. Il faut donc contenir l’augmentation des populations de renards. »,,« Dans le Grand Est et en Meurthe-et-Moselle, l’Échinococcose augmente dans les milieux urbains. Et on dénombre malheureusement des morts »,,« Les corneilles noires qui sont omnivores sont également des prédateurs de la petite faune en période de nidification mais aussi sur les oisillons (passereaux), poussins (galliformes notamment) et certains jeunes mammifères (lapereaux, levrauts …). « ,,« Les populations de petites faunes ont considérablement baissé en France et en Meurthe-et-Moselle particulièrement, et ne peuvent plus accepter une hausse des effectifs de leurs prédateurs (au risque de totalement disparaître) d’autant que certains sont protégés (buse variable, chats …). »"
Défavorable," Non au massacre , le 17 juin 2023 à 18h57",Non au massacre . Stop au massacre des animaux sauvages
Défavorable," Pitié pas les animaux, le 17 juin 2023 à 18h58",Pitié pas les animaux. Il ne faut pas toucher aux animaux et ne faut pas non plus détruire leurs environnement en passant que l’humain a la priorité. Tout être sur terre ont le droits de vie. Chaque espèces doit apprendre à cohabiter sur les terre y compris les animaux. Dieu les a mit sur cette terre avant nous et on doit les respecter tout simplement.merci
Favorable," Une nécessité , le 17 juin 2023 à 18h58","Une nécessité . La régulation des espèces ESOD est une nécessité pour le maintient de la biodiversité. ,Ces espèces causes beaucoup de dégâts, donc il faut les réguler"
Défavorable," Sans titre, le 17 juin 2023 à 18h59","Sans titre. Bonjour,,De quel droit les mammifères bipèdes que nous sommes ontils un droit de vie et de mort sur les autres espèces vivantes ? Sur quelle base une espèce peutelle être déclarée nuisible par le plus grand des prédateurs ? Le geai des chênes par exemple est le meilleur planteur de chênes. Le blaireau ne fait de mal à personne (sauf aux limaces peut-être). Il n’y a pas de plus grand nuisible que nous-mêmes. Si cette liste est maintenue en l’état, je propose que nous y figurions aussi en tête de liste. Les autres espèces pourront donc nous tuer librement comme nous le faisons avec elles.,Bien cordialement,,Michel Schreier, NOMBRE Mulhouse"
Défavorable," Je  m’oppose de manière générale à la destruction illimitée d’espèces animales autochtones., le 17 juin 2023 à 19h54","Je m’oppose de manière générale à la destruction illimitée d’espèces animales autochtones.. Dans un contexte d’effondrement global de la biodiversité, autoriser la destruction illimitée d’espèce autochtones sauvages est tout simplement incompréhensible. Aucune étude scientifique (j’entends réellement scientifique) et indépendante, réalisée sans pression aucune, sans menace d’aucun lobby ne peut venir justifier cette décision.,,Cette décision est une décision satisfaisant pleinement les instinct chasseurs de toutes celles et ceux désireux de satisfaire leur envie de tuer en toute légalité.,,C’est pourquoi je vous demande de trouver, comme plusieurs scientifiques l’ont déjà proposé, des solutions alternatives afin de permettre la quo-habitation entre l’espèce humaine et les autres espèces vivantes."
Défavorable," défavorable, le 17 juin 2023 à 19h56","défavorable. le temps est venu de protéger chaque espèce.,Sous prétexte de faire plaisir aux chasseurs dans des vues électorales les gouvernements,successifs ce sont vus leur octroyer des droits de détruire : martre ; blaireau hermines ; corbeaux ; corneilles, renards alors que ceux ci ont une utilité dans la nature ;,Il est temps pour le gouvernement de prendre ses responsabilité au niveau de la biodiversité"
Défavorable," Contre la chasse et la classification des espèces susceptibles d’occasionner des dégâts , le 17 juin 2023 à 18h57","Contre la chasse et la classification des espèces susceptibles d’occasionner des dégâts . Chaque espèce a sa place dans la nature et beaucoup d’idées reçues sur ces espèces ont été démontrées fausses. De plus les pays environnants européens ont beaucoup moins d’espèces classifiées anciennement ""nuisibles"" et beaucoup de ces espèces sont en voie d’extinction. Il faut donc arrêter de les chasser."
Défavorable," DEFAVORABLE !!! STOP AUX MASSACRES :-(, le 17 juin 2023 à 19h56",DÉFAVORABLE !!! STOP AUX MASSACRES :-(. Arrêtez de massacrer notre précieuse biodiversité au nom de vos intérêts humains !
Favorable," Pour la régulation de ces espèces, le 17 juin 2023 à 19h57",Pour la régulation de ces espèces. Je suis pour la régulation de ces espèces.
Défavorable," We are the champions, le 17 juin 2023 à 19h57",E are thé champions. La France peut se targuer de tenir un des meilleur score dans la disparition d espèces. Il y a des gloires dont on se passe ! LAISSONS LA NATURE S AUTO GÉRER. Nous sommes là seule espèce nuisible.
Défavorable," NON au classement jusqu’en 2026 d’espèces d’animaux sauvages considérés comme nuisibles , le 17 juin 2023 à 19h58","NON au classement jusqu’en NOMBRE d’espèces d’animaux sauvages considérés comme nuisibles . La majorité des Français, d’après un sondage IFOP du mois dernier ( NOMBRE ), sont opposés au classement de certaines espèces considérées comme nuisibles, alors qu’elles contribuent à l’équilibre de la biodiversité, déjà mise en péril. Les méthodes barbares de destruction de ces espèces n’ont pas lieu d’être (pièges non sélectifs et mutilants, déterrage pour le renard, abattage en période d’élevage des jeunes, notamment), à l’heure où les pays civilisés ont fait avancer les droits des animaux, reconnus d’ailleurs par la législation française comme des êtres sensibles.,,Il est très regrettable que seuls les intérêts des chasseurs soient pris en compte, et justifient de telles mesures iniques et cruelles envers des animaux qui ont le droit d’exister et qui contribuent, tels le renard, au recul de maladies parasitaires et bactériologiques, et éliminent les rongeurs responsables de la destruction des cultures.,,Je vous remercie par avance pour votre bon sens et votre action en faveur de ces animaux."
Défavorable," C’est un non sens, le 17 juin 2023 à 19h58",C’est un non sens. De quel droit nous permettons nous de décider si tel ou tel animal a ou non le droit de vivre ? C’est scandaleusement honteux !
Favorable," Avis Favorable, le 17 juin 2023 à 19h59",Avis Favorable. C’est la seule solution pour préserver une nature propre et équilibrée.
Défavorable," Massacres., le 17 juin 2023 à 19h59","Massacres.. Je oppose à tout massacre d’animaux sauvage,"
Défavorable," Défavorable , le 17 juin 2023 à 19h57",Défavorable . La nature se régule très bien toute seule contrairement à l’être humain
Défavorable," Laissons les vivres, le 17 juin 2023 à 18h57","Laissons les vivres. Je suis opposée à la destruction des animaux sauvages qualifiés injustement de nuisibles.,De quel droit l’homme peutil décider d’un tel acte gabare.,Laissons les vivres"
Défavorable," Contre, le 17 juin 2023 à 18h56","Contre. Je suis évidemment contre un tel arrêté. L’idée même de classer des espèces en tant que ""nuisibles"" alors qu’elles participent toutes au maintien et au bon fonctionnement de nos écosystèmes est une aberration. Nous tuons déjà bien assez d’espèces protégées et en voie de disparition, alors nous devrions saluer et encourager le regain des espèces qui s’adaptent mieux à nos impacts plutôt que de les tuer aussi. La seule vraie espèce nuisible est la nôtre…"
