titre;date;heure;sujet;raw_text;checked_text;lemma;Opinion_estimée
Avis défavorable;28 mai 2025;16h10;Avis défavorable, le 28 mai 2025 à 16h10;Avis défavorable. Le loup n’est pas responsable de tous les maux. Il a le droit de vivre et libre et en sécurité. Les éleveurs eux, ont la responsabilité d’être présents pour surveiller leurs troupeaux. C’est trop facile de trouver un bouc émissaire et de se cacher derrière de fausses raisons. Les vrais victimes sont les animaux d’élevages ou sauvages. Ils sont traqués et réduits à néant par des bourreaux. Et souvent avec la complicité de certains préfets.;Avis défavorable. Le loup n’est pas responsable de tous les maux. Il a le droit de vivre et libre et en sécurité. Les éleveurs eux, ont la responsabilité d’être présents pour surveiller leurs troupeaux. C’est trop facile de trouver un bouc émissaire et de se cacher derrière de fausses raisons. Les vrais victimes sont les animaux d’élevages ou sauvages. Ils sont traqués et réduits à néant par des bourreaux. Et souvent avec la complicité de certains préfets.;avis défavorable loup responsable mal droit vivre libre sécurité éleveur responsabilité présent pour surveiller troupeau trop facile trouver bouc émissaire cacher faux raison vrai victime animal élevage sauvage traquer réduit néant bourreau complicité préfet;Défavorable
avis défavorable;28 mai 2025;16h24;avis défavorable, le 28 mai 2025 à 16h24;"avis défavorable. Je comprend dans ce projet d’arrêté qu’une visite quotidienne au troupeau peut être utilisé comme ""mesure de protection pour réduire sa vulnérabilité"" et donc être officiellement suffisante pour déclencher par la suite le tir de loups. Ce qui est grotesque. Et insultant pour les éleveurs qui évidemment visitent déjà très souvent leurs animaux.";"avis défavorable. Je comprend dans ce projet d’arrêté qu’une visite quotidienne au troupeau peut être utilisé comme ""mesure de protection pour réduire sa vulnérabilité"" et donc être officiellement suffisante pour déclencher par la suite le tir de loups. Ce qui est grotesque. Et insultant pour les éleveurs qui évidemment visitent déjà très souvent leurs animaux.";avis défavorable comprendre projet arrêté visiter quotidien troupeau utiliser mesure protection pour réduire vulnérabilité officiellement pour déclencher suite tir loup grotesque insultant pour éleveur évidemment visiter animal;Défavorable
Le gouvernement actuel est anti-loup car anti-écologique;28 mai 2025;16h42;Le gouvernement actuel est anti-loup car anti-écologique, le 28 mai 2025 à 16h42;Le gouvernement actuel est anti-loup car anti-écologique. La gestion française du loup est un non-sens antiscientifique (cf. mon livre ’Le loup, ce mal-aimé’ par le Dr Pierre Jouventin );Le gouvernement actuel est anti-loup car anti-écologique. La gestion française du loup est un non-sens antiscientifique (cf. mon livre ’Le loup, ce mal-aimé’ par le Dr Pierre Jouventin );gouvernement actuel anti-loup anti-écologique gestion français loup non-sens antiscientifique cf. livre loup mal-aimé’ dr pierre jouventin;Défavorable
Avis défavorable;28 mai 2025;11h00;Avis défavorable, le 28 mai 2025 à 11h00;Avis défavorable. Les solutions ne peuvent pas passer par la destruction du vivant.;Avis défavorable. Les solutions ne peuvent pas passer par la destruction du vivant.;avis défavorable solution passer destruction vivant;Défavorable
DÉFAVORABLE;28 mai 2025;10h54;DÉFAVORABLE, le 28 mai 2025 à 10h54;DÉFAVORABLE. Totalement opposée à ce décret.;DÉFAVORABLE. Totalement opposée à ce décret.;défavorable totalement opposer décret;Défavorable
DEFAVORABLE;28 mai 2025;10h28;DEFAVORABLE, le 28 mai 2025 à 10h28;"DEFAVORABLE. J’exprime mon avis DEFAVORABLE avec ce projet d’arrêté. Les ""mesures de réduction de la vulnérabilité"" proposées pour les bovins et équins sont globalement trop faibles et ne représentent pas des engagements de protection substantiels et vérifiables. Ce texte paraît conçu pour faciliter les autorisations de tirs sur une espèce protégée, sans imposer en parallèle la mise en œuvre de solutions de protection réellement efficaces et adaptées à ces élevages. Une telle approche ne sert ni la conservation du loup, ni l’établissement d’une coexistence pérenne.";"DÉFAVORABLE. J’exprime mon avis DÉFAVORABLE avec ce projet d’arrêté. Les ""mesures de réduction de la vulnérabilité"" proposées pour les bovins et équins sont globalement trop faibles et ne représentent pas des engagements de protection substantiels et vérifiables. Ce texte paraît conçu pour faciliter les autorisations de tirs sur une espèce protégée, sans imposer en parallèle la mise en œuvre de solutions de protection réellement efficaces et adaptées à ces élevages. Une telle approche ne sert ni la conservation du loup, ni l’établissement d’une coexistence pérenne.";défavorable exprimer avis défavorable projet arrêté mesure réduction vulnérabilité proposer pour bovin équin globalement trop faible représenter engagement protection substantiel vérifiable texte paraître concevoir pour faciliter autorisation tir espèce protéger imposer parallèle mise œuvre solution protection réellement efficace adapter élevage approche servir conservation loup établissement coexistence pérenne;Défavorable
Défavorable;28 mai 2025;10h27;Défavorable, le 28 mai 2025 à 10h27;Défavorable. Apparemment, les autres pays européens arrivent à faire cohabiter les loups et les troupeaux. Pourquoi pas nous ? Il existe des solutions comme les protections de troupeaux par des ânes et ou des patous qui permettent une cohabitation. Même si je comprends le désarroi de certains agriculteurs, la solution n’est pas l’éradication de cet animal extraordinaire. Il est nécessaire à l’équilibre de notre terre §;Défavorable. Apparemment, les autres pays européens arrivent à faire cohabiter les loups et les troupeaux. Pourquoi pas nous ? Il existe des solutions comme les protections de troupeaux par des ânes et ou des patous qui permettent une cohabitation. Même si je comprends le désarroi de certains agriculteurs, la solution n’est pas l’éradication de cet animal extraordinaire. Il est nécessaire à l’équilibre de notre terre §;défavorable apparemment pays européen arriver faire cohabiter loup troupeau exister solution protection troupeau âne patous permettre cohabitation comprendre désarroi agriculteur solution éradication animal extraordinaire nécessaire équilibre terrer;Défavorable
Avis DÉFAVORABLE ;28 mai 2025;17h31;Avis DÉFAVORABLE , le 28 mai 2025 à 17h31;Avis DÉFAVORABLE . Que les politiciens arrêtent de céder au lobby de la chasse afin d’obtenir des voix aux élections. Le pire des prédateurs est l’humain et non le loup ! Que les éleveurs mettent en place les moyens de protections reconnus pour protéger leurs troupeaux.;Avis DÉFAVORABLE . Que les politiciens arrêtent de céder au lobby de la chasse afin d’obtenir des voix aux élections. Le pire des prédateurs est l’humain et non le loup ! Que les éleveurs mettent en place les moyens de protections reconnus pour protéger leurs troupeaux.;avis défavorable politicien arrêter céder lobby chasse obtenir voix élection pire prédateur humain non loup éleveur mettre place moyen protection reconnaître pour protéger troupeau;Défavorable
Défavorable;28 mai 2025;10h23;Défavorable, le 28 mai 2025 à 10h23;Défavorable. L’extension de l’abattage des loups s’avère contre-productive pour la protection des troupeaux, comme le démontrent les succès des méthodes non létales dans de nombreux pays. Cette approche létale compromet la biodiversité et contrevient aux impératifs de coexistence et de sauvegarde des espèces menacées.;Défavorable. L’extension de l’abattage des loups s’avère contre-productive pour la protection des troupeaux, comme le démontrent les succès des méthodes non létales dans de nombreux pays. Cette approche létale compromet la biodiversité et contrevient aux impératifs de coexistence et de sauvegarde des espèces menacées.;défavorable extension abattage loup avérer contre-productif pour protection troupeau démontrer succès méthode non létal pays approche létal compromettre biodiversité contrevenir impératif coexistence sauvegarde espèce menacer;Défavorable
Favorable ;28 mai 2025;19h02;Favorable , le 28 mai 2025 à 19h02;Favorable . Il faut arrêter de dilapider l’argent que ce soit pour la protection du loup mais aussi pour toutes ces associations qui n’ont comme but que leur petit business. Et non la cohabitation ne ce passe pas mieux en Italie ou dans beaucoup d’autre pays comme le répète tous les lobotimisé du cerveau après avoir vu NOMBRE vidéos youtube mais ne sont jamais confronté au sujets dont ils parlent;Favorable . Il faut arrêter de dilapider l’argent que ce soit pour la protection du loup mais aussi pour toutes ces associations qui n’ont comme but que leur petit business. Et non la cohabitation ne ce passe pas mieux en Italie ou dans beaucoup d’autre pays comme le répète tous les lobotomisé du cerveau après avoir vu NOMBRE vidéos YouTube mais ne sont jamais confronté au sujets dont ils parlent;favorable falloir arrêter dilapider argent pour protection loup pour association but petit business non cohabitation passe mieux italie beaucoup pays répéter lobotomiser cerveau nombre vidéo youtube jamais confronter sujet;Favorable
Projet d’arrêté à arrêter net !;28 mai 2025;19h01;Projet d’arrêté à arrêter net !, le 28 mai 2025 à 19h01;Projet d’arrêté à arrêter net !. Que ce projet soit signé par une ministre qui devrait avoir en mémoire la Loi de restauration de la nature et devrait avoir pour objectif la protection de la biodiversité, c’est un LOUP-É ! En Aquitaine quelques loups commencent à être observés ici ou là. Certes il y a eu une prédation certaine sur des moutons, mais le troupeau n’était pas gardé ! Certes une affirmation saugrenue est apparue dans la loi d’orientation agricole comme quoi il n’existerait pas de moyens de prévention et de protection pour des troupeaux exposés à des loups ! Faut-il rappeler à des ministres épaulés par des conseillers qu’un écosystème, c’est un système où il y a des prédateurs supérieurs ? Faut-il rappeler à ces ministres que dans nos départements il y a un accroissement des populations de cervidés et surtout de sangliers qui pourrait être prédatés par des loups ? Enfin faut-il leur rappeler que la prévention passe par l’éducation : éducation des éleveurs ( NOMBRE des mesures prévues pour autoriser un tir léthal ne sont pas efficaces ! ) éducation des loups (un tir d’effarouchement est lui très efficace ! ) Le CDCFS NOMBRE m’avait suivi lorsque j’avais émis le souhait de laisser des loups prospérer dans le département des Landes. J’ai beaucoup apprécié l’avis du CNPN et j’aimerais que les ministres le relise. Georges Cingal, Secrétaire général SEPANSO Aquitaine;Projet d’arrêté à arrêter net !. Que ce projet soit signé par une ministre qui devrait avoir en mémoire la Loi de restauration de la nature et devrait avoir pour objectif la protection de la biodiversité, c’est un LOUP-E ! En Aquitaine quelques loups commencent à être observés ici ou là. Certes il y a eu une prédation certaine sur des moutons, mais le troupeau n’était pas gardé ! Certes une affirmation saugrenue est apparue dans la loi d’orientation agricole comme quoi il n’existerait pas de moyens de prévention et de protection pour des troupeaux exposés à des loups ! Fautil rappeler à des ministres épaulés par des conseillers qu’un écosystème, c’est un système où il y a des prédateurs supérieurs ? Fautil rappeler à ces ministres que dans nos départements il y a un accroissement des populations de cervidés et surtout de sangliers qui pourrait être prédatés par des loups ? Enfin fautil leur rappeler que la prévention passe par l’éducation : éducation des éleveurs ( NOMBRE des mesures prévues pour autoriser un tir létal ne sont pas efficaces ! ) éducation des loups (un tir d’effarouchement est lui très efficace ! ) Le CDCFS NOMBRE m’avait suivi lorsque j’avais émis le souhait de laisser des loups prospérer dans le département des Landes. J’ai beaucoup apprécié l’avis du CNPN et j’aimerais que les ministres le relise. Georges Cingla, Secrétaire général PANSE Aquitaine;projet arrêté arrêter net projet signer ministre devoir mémoire loi restauration nature devoir pour objectif protection biodiversité loup e aquitaine loup commencer observer ici prédation mouton troupeau gardé affirmation saugrenu apparaître loi orientation agricole exister moyen prévention protection pour troupeau exposé loup fautil rappeler ministre épauler conseiller écosystème système prédateur supérieur fautil rappeler ministre département accroissement population cervidé sanglier prédatés loup fautil rappeler prévention passe éducation éducation éleveur nombre mesure prévoir pour autoriser tir létal efficace éducation loup tir effarouchement efficace cdcfs nombre suivi émettre souhait loup prospérer département lande beaucoup apprécier avis cnpn aimer ministre relire georges cingler secrétaire général panse aquitaine;Défavorable
